Language,Default
Side_Q_GameNight_Opponents_S02_Jozef_01,Don't take too long. We're all ready to play. 

#,"After player has finished 3 games, game night is over."
Side_Q_GameNight_Jozef_124,"And with that, people, game night is officially done! "
Side_Q_GameNight_Jozef_125,Congrats to the winners... now get out!
Side_Q_GameNight_Cyrus_126,"You don't have to go home, but you can't stay here!"

#,"Fade out, then fade in to player still in game room but everyone is now gone. "
Side_Q_GameNight_Nar_127,"(It was a fun night full of camaraderie and competition, but there's more to do around camp. It's time to get back to work.)"

#,For dramatic purposes… text for Game01. After text go to win/lose text.
Side_Q_GameNight_Game01_01,(You sit down for the first of three games and feel everyone's eyes pointed in your direction.)
Side_Q_GameNight_Game01_02,"(The other players watch your every movement, your every blink, how you fiddle with your cards, anything to get a sense of your poker face.)"
Side_Q_GameNight_Game01_03,"(You stay mostly still and as quiet as possible, however, so as not to give too much away.)"

#,For dramatic purposes… text for Game02. After text go to win/lose text.
Side_Q_GameNight_Game02_01,"(With the first game out of the way, you can relax. The drinks are flowing, and everyone is just a little less on edge.)"
Side_Q_GameNight_Game02_02,"(You look around and see people dancing. Are they trying to distract you? No... no, this is just a good song.)"
Side_Q_GameNight_Game02_03,"(Okay, back to the game. You call, but can your opponents tell you're bluffing?)"

#,For dramatic purposes… text for Game03. After text go to win/lose text.
Side_Q_GameNight_Game03_01,"(Regardless of winning or losing, you can tell everyone is having a ball at game night.)"
Side_Q_GameNight_Game03_02,"(With the evening winding to a close, however, your table is tense. Everyone wants to win the final game.)"
Side_Q_GameNight_Game03_03,"(Your hand isn't the greatest, but who cares? You shove all your credits forward and call... go big or go home!)"
